track_name,artist_name,release_date,genre,cluster
sippin on shine,twang and round,2013,country,3
oklahoma,jon langston,2013,country,10
closer tonight,billy currington,2013,country,4
signs,brett eldredge,2013,country,6
it's about time,william clark green,2013,country,4
if i had another heart,randy rogers band,2013,country,10
drink you away,david fanning,2013,country,10
just as i am,alan jackson,2013,country,11
he lives,alan jackson,2013,country,16
amazing grace,george jones,2013,country,16
let it rain,zac brown band,2013,country,6
day for the dead,zac brown band,2013,country,6
it's such a pretty world today,wynn stewart,2013,country,15
it's that time of day,kenny chesney,2013,country,4
old habits,justin moore,2013,country,10
marley,kenny chesney,2013,country,2
life on a rock,kenny chesney,2013,country,19
blue ridge mountain song,alan jackson,2013,country,2
when your lips are so close,gord bamford,2013,country,15
fish in a barrel (feat. d. thrash),redneck souljers,2013,country,4
ride on / right on,phosphorescent,2013,country,18
fuzzy,randy rogers band,2013,country,3
keep them kisses comin',craig campbell,2013,country,3
compass,lady antebellum,2013,country,10
if you ain't here to party,luke bryan,2013,country,9
goodnight kiss,randy houser,2013,country,3
you can have the crown,sturgill simpson,2013,country,9
if i didn't have you,thompson square,2013,country,5
outta my head,craig campbell,2013,country,19
when i see this bar,kenny chesney,2013,country,10
roller coaster,luke bryan,2013,country,3
play it again,luke bryan,2013,country,9
what are you listening to?,chris stapleton,2013,country,10
feelin’ it,scotty mccreery,2013,country,19
true believers,darius rucker,2013,country,9
hands on you,florida georgia line,2013,country,4
sorry for partyin',thomas rhett,2013,country,3
stockholm,jason isbell,2013,country,18
down this road,redneck souljers,2013,country,3
jealous of the angels,donna taggart,2013,country,17
do you remember,blake shelton,2013,country,5
speak of the devil,randy rogers band,2013,country,6
let's go there,brothers osborne,2013,country,9
don’t let me be lonely,the band perry,2013,country,10
100 miles,blake shelton,2013,country,5
your side of the bed,little big town,2013,country,10
coconut tree (with willie nelson),kenny chesney,2013,country,17
19 you + me,dan + shay,2013,country,15
ho hey,nashville cast,2013,country,2
blood brothers,luke bryan,2013,country,19
text me texas,chris young,2013,country,11
girls like that,krizz kaliko,2013,country,15
country folks (feat. colt ford & danny boone),bubba sparxxx,2013,country,9
sidewayz (feat. sean p),crucifix,2013,country,5
holes,cody johnson,2014,country,6
sing it to me,dustin lynch,2014,country,15
voices,sturgill simpson,2014,country,17
nothing in particular,the lacs,2014,country,3
where the sun don't shine,whiskey myers,2014,country,3
don't change gone,jason aldean,2014,country,5
arms of fire,brothers osborne,2014,country,10
me and jesus (extra special bonus track),brad paisley,2014,country,6
lead me,kip moore,2014,country,10
two night town,jason aldean,2014,country,4
long stretch of love,lady antebellum,2014,country,4
if i die tomorrow,florida georgia line,2014,country,5
better off (feat. vince gill),sara evans,2014,country,10
slow me down,sara evans,2014,country,10
old sh!t,miranda lambert,2014,country,9
bathroom sink,miranda lambert,2014,country,6
remind me,carrie underwood,2014,country,10
black moon,the lacs,2014,country,6
colloquy,whiskey myers,2014,country,10
goin deep (feat. luke martin),the lacs,2014,country,3
rock bottom,kenny chesney,2014,country,9
hell naw (feat. jawga boyz & bubba sparxxx),jawga sparxxx,2014,country,7
less than whole,eric paslay,2014,country,5
don't put dirt on my grave just yet,nashville cast,2014,country,6
not over you (feat. gavin degraw),sara evans,2014,country,7
love too much,hunter hayes,2014,country,7
headlights,montgomery gentry,2014,country,6
gravity is a b**ch,miranda lambert,2014,country,9
just gettin' started,blake shelton,2014,country,3
shelter from the rain,whiskey myers,2014,country,10
tonight we ride,micky & the motorcars,2014,country,12
(i wouldn't go there) if i were you,cody johnson,2014,country,7
tell me you get lonely,frankie ballard,2014,country,10
black roses,nashville cast,2014,country,6
home sweet home,justin moore,2014,country,2
automatic,miranda lambert,2014,country,9
one hell of an amen,brantley gilbert,2014,country,6
lonely tonight (feat. ashley monroe),blake shelton,2014,country,4
say you do,dierks bentley,2014,country,6
that’s damn rock & roll,eric church,2014,country,3
little toy guns,carrie underwood,2014,country,10
riser,dierks bentley,2014,country,6
reckoning,whiskey myers,2014,country,6
crank it up,colt ford,2014,country,3
little red wagon,miranda lambert,2014,country,9
i like the sound of that,rascal flatts,2014,country,15
platinum,miranda lambert,2014,country,3
broke record,eric church,2014,country,3
just let go,sturgill simpson,2014,country,10
"we all country (feat. colt ford, sarah ross & charlie farley)",moonshine bandits,2014,country,14
shoot from the hip,brothers osborne,2014,country,6
find yourself,lukas nelson and promise of the real,2014,country,4
living the dream,sturgill simpson,2014,country,5
dozen roses & a six-pack,cole swindell,2014,country,14
dark side,eric church,2014,country,9
love the lonely out of you,brothers osborne,2014,country,15
kiss you tonight,david nail,2014,country,4
close your eyes,dan + shay,2014,country,13
write you a song,jon pardi,2014,country,10
the one you're waiting on,alan jackson,2015,country,9
"mud digger mega remix (feat. lenny cooper, colt ford, moonshine bandits, demun jones, moccasin creek & cap bailey)",mud digger,2015,country,6
lipstick,kip moore,2015,country,9
like we ain't ever,luke bryan,2015,country,4
what else is new,cody jinks,2015,country,9
the life you chose,jason isbell,2015,country,5
"mexico, tequila and me",alan jackson,2015,country,19
"look heart, no hands",randy travis,2015,country,10
huntin' the world,colt ford,2015,country,9
alone tonight,chris young,2015,country,4
just as i am,brantley gilbert,2015,country,9
sympathy,william clark green,2015,country,15
i'm gone,brantley gilbert,2015,country,14
your side of town,maddie & tae,2015,country,4
blame it on those baby blues,aaron watson,2015,country,10
here tonight,tim mcgraw,2015,country,4
bend,corey smith,2015,country,6
are you ready for the country,"hank williams, jr.",2015,country,4
sticks and stones,william clark green,2015,country,3
missing ol' johnny cash,willie nelson,2015,country,3
downside of growing up,maddie & tae,2015,country,19
where it all begins (feat. lady antebellum),hunter hayes,2015,country,5
come and get it,kip moore,2015,country,4
"backroads life (feat. charlie farley, demun jones & the lacs)",mud digger,2015,country,6
my mistake,cam,2015,country,4
tomorrow never comes,zac brown band,2015,country,5
real life,jake owen,2015,country,14
cast no stones,cody jinks,2015,country,6
sometimes i cry,chris stapleton,2015,country,15
late to the party,kacey musgraves,2015,country,3
better in boots,tyler farr,2015,country,3
smoke,a thousand horses,2015,country,9
games,luke bryan,2015,country,3
heavy is the head,zac brown band,2015,country,6
shut up and fish,maddie & tae,2015,country,9
high time,kacey musgraves,2015,country,4
remedy,zac brown band,2015,country,5
i don't even want this beer,tyler farr,2015,country,3
running for you,kip moore,2015,country,10
fire away,chris stapleton,2015,country,10
kick the dust up,luke bryan,2015,country,9
it don't hurt like it used to,billy currington,2015,country,10
i'm comin' over,chris young,2015,country,3
damn good friends,tyler farr,2015,country,9
vacation,thomas rhett,2015,country,3
kill a word,eric church,2015,country,6
nobody to blame,chris stapleton,2015,country,10
we got it right,old dominion,2015,country,4
junkyard,zac brown band,2015,country,6
goodbye,sam hunt,2015,country,10
hangover tonight,gary allan,2015,country,4
good ol' boys club,kacey musgraves,2015,country,3
borrowed time,jon pardi,2015,country,19
should've ran after you,cole swindell,2015,country,10
ready for the times to get better,cody jinks,2015,country,4
over my head,jon pardi,2015,country,10
put it together,langhorne slim,2015,country,10
whiskey on my breath,love and theft,2015,country,9
can't get away from a good time,logan mize,2015,country,3
shut me up,old dominion,2015,country,3
i’ll be your man (song for a daughter),zac brown band,2015,country,13
chattanooga lucy,eric church,2015,country,3
the day you stop lookin' back,thomas rhett,2015,country,3
young and wild,zac brown band,2015,country,5
last minute late night,kane brown,2015,country,4
forgetting is the hardest part,kane brown,2015,country,10
how to forget,jason isbell,2015,country,5
til it's over,old dominion,2015,country,4
fine,kacey musgraves,2015,country,4
bitch i operate,mbest11x,2016,country,3
smoking jacket,miranda lambert,2016,country,3
lonely girl,charles kelley,2016,country,15
use my heart,miranda lambert,2016,country,10
hand me down,cody jinks,2016,country,11
i be u be,high valley,2016,country,5
come as you are,turnpike troubadours,2016,country,10
things that break,miranda lambert,2016,country,10
can't be replaced,dierks bentley,2016,country,5
worry 'bout nothin',keith urban,2016,country,3
kiss me,casey donahew,2016,country,10
zombie (feat. madchild & insane clown posse),jelly roll,2016,country,6
dear life,high valley,2016,country,5
to learn her,miranda lambert,2016,country,5
this plane don't go there,jason aldean,2016,country,4
donald trump,upchurch,2016,country,3
party wasn't over,cole swindell,2016,country,3
pawn shop,brothers osborne,2016,country,3
tequila eyes,randy rogers band,2016,country,6
shit bubba,upchurch,2016,country,3
billy's brother,cody johnson,2016,country,6
one night stand,murphy elmore,2016,country,6
what do i do,taylor acorn,2016,country,9
concrete dreams (feat. cody davis),charlie farley,2016,country,10
separate ways,kip moore,2016,country,3
tennessee rap,jelly roll,2016,country,19
do you wish it was me?,gary allan,2016,country,5
meet me tonight,randy rogers band,2016,country,4
it ain't my fault,brothers osborne,2016,country,10
story of my life,aaron lewis,2016,country,5
doing it to country songs (feat. the oak ridge boys),blake shelton,2016,country,9
mr. right now,ty march.,2016,country,3
when i get rich,jelly roll,2016,country,3
good ole days (feat. brent cobb),whiskey myers,2016,country,5
our town,tyler farr,2016,country,6
room to breathe,chase bryant,2016,country,10
stuck in these shoes,aaron lewis,2016,country,3
got it good,justin moore,2016,country,14
next to me,overtime,2016,country,6
well-rested,miranda lambert,2016,country,10
break on me,keith urban,2016,country,10
road trippin',dan + shay,2016,country,3
i'm not the devil,cody jinks,2016,country,7
learning,kane brown,2016,country,5
kiss goodbye,cody johnson,2016,country,10
comin' in hot,jason aldean,2016,country,3
go ahead and break my heart (feat. gwen stefani),blake shelton,2016,country,10
black,dierks bentley,2016,country,15
the fighter,keith urban,2016,country,10
from the ground up,dan + shay,2016,country,6
wish you were on it,florida georgia line,2016,country,10
"john cougar, john deere, john 3:16",keith urban,2016,country,5
tin man,miranda lambert,2016,country,10
21 summer,brothers osborne,2016,country,18
all around you,sturgill simpson,2016,country,10
sinner,aaron lewis,2016,country,6
it won't matter anyway,shotgun rider,2016,country,6
whisper,chase rice,2016,country,6
that's why they make jack daniels,ronnie dunn,2016,country,10
it feels good,drake white,2016,country,14
first time again,jason aldean,2016,country,10
bad mutha fucka,upchurch,2016,country,3
no words,cody jinks,2016,country,5
straight outta cold beer,blake shelton,2016,country,9
hell yeah,upchurch,2016,country,3
sea of love,langhorne slim,2016,country,17
lost and lonely,aaron lewis,2016,country,9
brace for impact (live a little),sturgill simpson,2016,country,5
breakers roar,sturgill simpson,2016,country,0
this old heart,midland,2017,country,19
like you that way,canaan smith,2017,country,15
a girl is a gun,old dominion,2017,country,3
memory won't let me,brett young,2017,country,10
on tonight,chase rice,2017,country,15
just got paid,emerson drive,2017,country,3
heaven,jelly roll,2017,country,3
gateway love,thomas rhett,2017,country,3
start over,zac brown band,2017,country,10
grave,thomas rhett,2017,country,6
billions,russell dickerson,2017,country,19
castaway,brett eldredge,2017,country,10
lonely for you only,midland,2017,country,10
death before dishonor,jelly roll,2017,country,3
never had a reason,josh turner,2017,country,15
sippin' on the good times,adam sanders,2017,country,6
white man's world,jason isbell and the 400 unit,2017,country,6
redneck life,chris janson,2017,country,5
sit awhile,the band steele,2017,country,5
hotdamalama,parmalee,2017,country,15
sanctuary,nashville cast,2017,country,18
smokin' gun,brantley gilbert,2017,country,3
life's a party,logan mize,2017,country,3
the wurlitzer prize,kacey musgraves,2017,country,5
i miss you bae,seckond chaynce,2017,country,14
bro code,brantley gilbert,2017,country,3
the devil don't sleep,brantley gilbert,2017,country,6
chaos and clothes,jason isbell and the 400 unit,2017,country,17
the winding stair mountain blues,turnpike troubadours,2017,country,6
close enough,brett young,2017,country,13
undeniable,seckond chaynce,2017,country,3
never land,eli young band,2017,country,10
at least you cried,midland,2017,country,7
dearly departed,jelly roll,2017,country,11
skin & bones,eli young band,2017,country,6
check cashin' country,midland,2017,country,9
somebody else's heart,lady antebellum,2017,country,10
life's about to get good,shania twain,2017,country,5
broken halos,chris stapleton,2017,country,18
lonely call,raelynn,2017,country,10
the rest of our life,tim mcgraw,2017,country,5
shut up kenny,walker hayes,2017,country,3
rich,maren morris,2017,country,3
life changes,thomas rhett,2017,country,5
outta style,aaron watson,2017,country,3
dirt road dollars,dirt rock empire,2017,country,4
that's all,skitz kraven,2017,country,3
sleep without you,brett young,2017,country,4
somebody to thank,logan mize,2017,country,5
yours,russell dickerson,2017,country,9
you broke up with me,walker hayes,2017,country,3
hotel key,old dominion,2017,country,9
most people are good,luke bryan,2017,country,5
blacked out,chris young,2017,country,15
up to no good livin',chris stapleton,2017,country,5
them stems,chris stapleton,2017,country,3
traveler,upchurch,2017,country,3
something's gonna get us all,josh thompson,2017,country,5
the rewrite,mike ryan,2017,country,9
hate goes on,jelly roll,2017,country,3
only,jelly roll,2017,country,4
noise,kenny chesney,2017,country,3
get to you,michael ray,2017,country,10
heart break,lady antebellum,2017,country,10
california,big & rich,2017,country,9
without your love,chris stapleton,2017,country,5
this night back,canaan smith,2017,country,3
son of the south,upchurch,2017,country,19
tryin' to untangle my mind,chris stapleton,2017,country,4
cover me up,zac brown band,2017,country,9
today,brad paisley,2017,country,5
burnin,upchurch,2018,country,3
missing one,jameson rodgers,2018,country,14
tough to tie down,jordan davis,2018,country,3
best years of my life,pistol annies,2018,country,5
unapologetically,kelsea ballerini,2018,country,10
spotlight,upchurch,2018,country,6
public enemy,adam calhoun,2018,country,3
wings of an angel,lauren alaina,2018,country,18
that song that we used to make love to,carrie underwood,2018,country,2
racism,adam calhoun,2018,country,3
huck fosier,adam calhoun,2018,country,3
river rat,upchurch,2018,country,3
floatin',uncle kracker,2018,country,10
diesel gang,katie noel,2018,country,19
graveyard,kelsea ballerini,2018,country,10
we don't,upchurch,2018,country,3
codigo,george strait,2018,country,3
just sayin',buddy brown,2018,country,3
things that we drink to,morgan evans,2018,country,9
cardboard heart,thomas rhett,2018,country,10
fun and games,kelsea ballerini,2018,country,3
what we gonna do about it,cale dodds,2018,country,3
the bullet,carrie underwood,2018,country,8
dirty hat,upchurch,2018,country,3
feeling good,demun jones,2018,country,14
that's how ya left me,riley green,2018,country,10
if you met me first,eric ethridge,2018,country,6
"new phone, who's this",chris lane,2018,country,15
man in the mirror,russell dickerson,2018,country,5
saskatchewan in 1881,colter wall,2018,country,9
hands on you,ashley monroe,2018,country,9
blessed,lewis brice,2018,country,5
"oh, what a world",kacey musgraves,2018,country,5
bitches,mitchell tenpenny,2018,country,3
catch,brett young,2018,country,3
rearview town,jason aldean,2018,country,3
parallel line,keith urban,2018,country,4
legends,kelsea ballerini,2018,country,5
chapters,brett young,2018,country,5
downtown's dead,sam hunt,2018,country,6
"woman, amen",dierks bentley,2018,country,5
this is it,scotty mccreery,2018,country,5
living,dierks bentley,2018,country,5
break up in the end,cole swindell,2018,country,10
here tonight,brett young,2018,country,4
change your name,brett young,2018,country,5
song for the saints,kenny chesney,2018,country,6
the snake,eric church,2018,country,7
solid,eric church,2018,country,9
cornbread,upchurch,2018,country,3
gettin' warmed up,jason aldean,2018,country,3
higher wire,eric church,2018,country,11
somebody's been drinkin',cole swindell,2018,country,3
heart's having a hard time,filmore,2018,country,10
if i ever get you back,morgan wallen,2018,country,15
million reasons,dan + shay,2018,country,5
my world,seckond chaynce,2018,country,15
dukes of hazzard,upchurch,2018,country,3
dirty south,upchurch,2018,country,9
change my life,levi hummon,2018,country,9
shoot me straight,brothers osborne,2018,country,6
yada yada yada,brandon lay,2018,country,3
rules of breaking up,brandon ratcliff,2018,country,10
ends of the earth,kenny chesney,2018,country,5
hippie radio,eric church,2018,country,9
stupid love,dan + shay,2018,country,3
feels like a party,locash,2019,country,3
some nights,george strait,2019,country,5
trying like the devil,aaron watson,2019,country,6
damn strait,granger smith,2019,country,3
cheatin’ songs,midland,2019,country,3
family tree,caylee hammack,2019,country,3
put me in my place,muscadine bloodline,2019,country,10
señorita,jake owen,2019,country,3
life after your leavin',ray fulcher,2019,country,3
lost in the night,midland,2019,country,10
every song’s a drinkin’ song,midland,2019,country,3
same asshole,jelly roll,2019,country,3
ask me how i know,mitch rossell,2019,country,10
better than me,tucker beathard,2019,country,3
the ballad of the lonesome cowboy,chris stapleton,2019,country,7
bury my bones,whiskey myers,2019,country,6
american bad dream,kane brown,2019,country,6
black and white,christie huff,2019,country,6
small town talkin',jordan rager,2019,country,5
solo,adam doleac,2019,country,12
just the south comin' out,tracy lawrence,2019,country,3
chicken wire,tracy lawrence,2019,country,3
running out of people to blame,tracy lawrence,2019,country,5
made in america,tracy lawrence,2019,country,6
drinkin',cold creek county,2019,country,9
hey hey hey,uncle kracker,2019,country,3
don’t threaten me with a good time,thomas rhett,2019,country,3
psycho,danielle bradbery,2019,country,15
the dead don't die,sturgill simpson,2019,country,9
ghett ol memories,blanco brown,2019,country,9
"all you, all night, all summer",adam hambrick,2019,country,18
take me away,george strait,2019,country,10
good and gone,seaforth,2019,country,14
a world without haggard,vince gill,2019,country,5
two more wishes,george strait,2019,country,3
puddle of love,mason ramsey,2019,country,3
lets make a love song,casey donahew,2019,country,15
i'm not him,sam grow,2019,country,5
i'm not leaving,uncle kracker,2019,country,6
further down the road,uncle kracker,2019,country,9
this time,uncle kracker,2019,country,9
rescue,uncle kracker,2019,country,11
"songs about me, songs about you",uncle kracker,2019,country,2
intro,uncle kracker,2019,country,7
nothin' on you,cody johnson,2019,country,3
my heart is a bar,old dominion,2019,country,9
i wish grandpas never died,riley green,2019,country,9
try saying goodbye,john king,2019,country,5
welcome to hazeville,brantley gilbert,2019,country,3
almost,thomas rhett,2019,country,5
kick it,lil nas x,2019,country,3
beer never broke my heart,luke combs,2019,country,10
the bones,maren morris,2019,country,6
clean money,adam calhoun,2019,country,8
refrigerator door,luke combs,2019,country,9
made for you,jake owen,2019,country,19
remember you young,thomas rhett,2019,country,5
heartache medication,jon pardi,2019,country,4
i was jack (you were diane),jake owen,2019,country,15
waitin' on 5,chris janson,2019,country,3
ten feet away,dylan scott,2019,country,9
our hearts (feat. lucie silvas),randy houser,2019,country,10
one at a time,jackson michelson,2019,country,15
live forever,kane brown,2019,country,5
in love by now,riley green,2019,country,3
still,hunter hayes,2019,country,6
red dirt road (with cody johnson),brooks & dunn,2019,country,19
why we drink,justin moore,2019,country,9
drink i think,john gurney,2019,country,6
livin easy,filmore,2019,country,3
holler,granger smith,2019,country,9
puzzle of us,adam doleac,2019,country,6
how about rocking with me,piney brown,1950,blues,9
midnight blues,the ravens,1950,blues,2
gotta find my baby,the ravens,1950,blues,17
you're gonna lose your gal,the ravens,1950,blues,17
i've got a crush on you,ella fitzgerald,1950,blues,16
but not for me,ella fitzgerald,1950,blues,1
soon,ella fitzgerald,1950,blues,2
call me darling,josh white,1951,blues,0
the bigger the figure (with keely smith),louis prima,1951,blues,1
one mint julep,louis prima,1951,blues,7
eleanor,louis prima,1951,blues,1
basta,louis prima,1951,blues,17
you'll have to swing it (mr. paganini),ella fitzgerald,1953,blues,2
it might as well be spring,ella fitzgerald,1953,blues,18
thanks for the memory,ella fitzgerald,1953,blues,16
"lover, come back to me",ella fitzgerald,1953,blues,1
taking a chance on love,ella fitzgerald,1953,blues,1
between the devil and the deep blue sea,ella fitzgerald,1953,blues,17
yesterdays,billie holiday,1953,blues,16
i can't face the music,billie holiday,1953,blues,1
remember,billie holiday,1953,blues,16
no more cane on the brazo,odetta,1954,blues,17
santy anno,odetta,1954,blues,1
i'm glad there is you,ella fitzgerald,1954,blues,16
what is there to say?,ella fitzgerald,1954,blues,1
my heart belongs to daddy,ella fitzgerald,1954,blues,8
please be kind,ella fitzgerald,1954,blues,1
you leave me breathless,ella fitzgerald,1954,blues,1
foolish tears,ella fitzgerald,1955,blues,1
you don't know my mind,josh white,1955,blues,1
anymore,johnny ace,1955,blues,13
my song,johnny ace,1955,blues,1
saving my love for you,johnny ace,1955,blues,16
the masquerade is over,cannonball adderley,1955,blues,1
falling in love with love,cannonball adderley,1955,blues,15
pledging my love,johnny ace,1955,blues,13
blue gardenia,dinah washington,1955,blues,2
i've got you under my skin,dinah washington,1955,blues,17
willow weep for me,cannonball adderley,1955,blues,13
i could write a book,dinah washington,1955,blues,16
i get a kick out of you,dinah washington,1955,blues,17
easy living,dinah washington,1955,blues,16
pete kelly's blues,ella fitzgerald,1955,blues,16
you go to my head,dinah washington,1955,blues,15
i hadn't anyone till you,ella fitzgerald,1955,blues,13
alone together,dinah washington,1955,blues,12
lover's gold,ella fitzgerald,1955,blues,13
this can't be love,dinah washington,1955,blues,17
dream a little longer,ella fitzgerald,1955,blues,8
i wished on the moon,ella fitzgerald,1955,blues,18
mule skinner blues,odetta,1956,blues,14
chilly winds,odetta,1956,blues,2
memphis blues,lizzie miles,1956,blues,17
he's got the whole world in his hands,odetta,1956,blues,13
jack o' diamonds,odetta,1956,blues,8
new studio blues,link wray,1956,blues,3
"come along, charlie",josh white,1956,blues,0
joshua,odetta,1956,blues,17
night and day,ella fitzgerald,1956,blues,17
ace in the hole,ella fitzgerald,1956,blues,17
miss otis regrets (she's unable to lunch today),ella fitzgerald,1956,blues,16
from this moment on,ella fitzgerald,1956,blues,13
ev'ry time we say goodbye,ella fitzgerald,1956,blues,2
what is this thing called love?,ella fitzgerald,1956,blues,1
everybody's somebody's fool,lavern baker,1956,blues,18
i'm in a crying mood,lavern baker,1956,blues,2
get out of town,ella fitzgerald,1956,blues,13
why can't you behave?,ella fitzgerald,1956,blues,16
i've got you under my skin,ella fitzgerald,1956,blues,1
begin the beguine,ella fitzgerald,1956,blues,18
always true to you in my fashion,ella fitzgerald,1956,blues,13
i concentrate on you,ella fitzgerald,1956,blues,13
i get a kick out of you,ella fitzgerald,1956,blues,16
too darn hot,ella fitzgerald,1956,blues,11
it's delovely,ella fitzgerald,1956,blues,13
let's do it,ella fitzgerald,1956,blues,1
so in love,ella fitzgerald,1956,blues,13
love me or leave me,billie holiday,1956,blues,4
deep song,billie holiday,1956,blues,12
you took advantage of me,ella fitzgerald,1956,blues,1
good morning heartache,billie holiday,1956,blues,14
what is this thing called love,billie holiday,1956,blues,8
lover,ella fitzgerald,1956,blues,13
spring is here,ella fitzgerald,1956,blues,2
johnny one note,ella fitzgerald,1956,blues,2
wait till you see her,ella fitzgerald,1956,blues,13
some other spring,billie holiday,1956,blues,1
i could write a book,ella fitzgerald,1956,blues,16
there is a fountain filled with blood,aretha franklin,1956,blues,17
to keep my love alive,ella fitzgerald,1956,blues,17
too marvelous for words,billie holiday,1956,blues,7
easy to love,billie holiday,1956,blues,16
solitude,billie holiday,1956,blues,2
you go to my head,billie holiday,1956,blues,15
everything i have is yours,billie holiday,1956,blues,18
smoke gets in your eyes,dinah washington,1956,blues,1
moonglow,billie holiday,1956,blues,2
easy living,billie holiday,1956,blues,16
my love will never die,otis rush,1956,blues,4
jericho,sister rosetta tharpe,1956,blues,11
them there eyes,billie holiday,1956,blues,1
no more,billie holiday,1956,blues,1
lady sings the blues,billie holiday,1956,blues,2
i love you so,johnny burnette & the rock 'n' roll trio,1956,blues,16
goodbye,dinah washington,1956,blues,2
fly away,sister rosetta tharpe,1956,blues,1
i cried for you,billie holiday,1956,blues,8
groaning the blues,otis rush,1956,blues,8
a cottage for sale,dinah washington,1956,blues,18
all of me,dinah washington,1956,blues,13
good morning heartache,ella fitzgerald,1956,blues,14
i've got five dollars,ella fitzgerald,1956,blues,1
here in my arms,ella fitzgerald,1956,blues,13
thou swell,ella fitzgerald,1956,blues,13
strange fruit,billie holiday,1956,blues,12
while the blood runs warm,aretha franklin,1956,blues,17
cain't no grave hold my body down,sister rosetta tharpe,1956,blues,17
our love is here to stay,dinah washington,1956,blues,2
when they ring the golden bell,sister rosetta tharpe,1956,blues,2
all alone,sister rosetta tharpe,1956,blues,15
you grow closer,aretha franklin,1956,blues,18
he will wash you white as snow,aretha franklin,1956,blues,17
cha cha cha in blue,junior wells,1957,blues,2
little by little,junior wells,1957,blues,8
keepin' out of mischief now,dinah washington,1957,blues,16
forever and a day,mickey & sylvia,1957,blues,11
christopher columbus,dinah washington,1957,blues,2
ain't you a mess,mose allison,1957,blues,7
solitude,ella fitzgerald,1957,blues,8
only forever,ella fitzgerald,1957,blues,4
from coast to coast,ella fitzgerald,1957,blues,2
ill wind,ella fitzgerald,1957,blues,16
that's all i need,the cadillacs,1957,blues,17
wishing well,the cadillacs,1957,blues,17
in a sentimental mood,ella fitzgerald,1957,blues,18
day dream,ella fitzgerald,1957,blues,18
it don't mean a thing (if it ain't got that swing),ella fitzgerald,1957,blues,2
stompin' at the savoy,ella fitzgerald,1957,blues,13
prelude to a kiss,ella fitzgerald,1957,blues,1
squatty roo,ella fitzgerald,1957,blues,2
do nothing till you hear from me,ella fitzgerald,1957,blues,13
lush life,ella fitzgerald,1957,blues,16
all too soon,ella fitzgerald,1957,blues,13
dream a little dream of me,ella fitzgerald,1957,blues,13
embraceable you,billie holiday,1957,blues,11
downbound train,chuck berry,1957,blues,9
i've got my love to keep me warm,ella fitzgerald,1957,blues,18
wee wee hours,chuck berry,1957,blues,8
they can't take that away from me,billie holiday,1957,blues,1
boogie woogie woman,b.b. king,1957,blues,8
blind love,b.b. king,1957,blues,17
i'm puttin' all my eggs in one basket,ella fitzgerald,1957,blues,8
blues in the night,ella fitzgerald,1957,blues,2
learnin' the blues,ella fitzgerald,1957,blues,2
early every morning,b.b. king,1957,blues,12
a fine romance,ella fitzgerald,1957,blues,15
5-10-15 hours,ruth brown,1957,blues,15
don't be that way,ella fitzgerald,1957,blues,1
"you upset me, baby",b.b. king,1957,blues,11
speedo,the cadillacs,1957,blues,15
drown in my own tears,ray charles,1957,blues,1
she's a sweet one,junior wells,1957,blues,17
long distance call,muddy waters,1957,blues,2
everyday i have the blues,b.b. king,1957,blues,11
lucky lips,ruth brown,1957,blues,13
louisiana blues,muddy waters,1957,blues,14
she moves me,muddy waters,1957,blues,8
i'm ready,muddy waters,1957,blues,4
woke up this morning (my baby she was gone),b.b. king,1957,blues,11
we'll be together again,ella fitzgerald,1957,blues,16
so long,ruth brown,1957,blues,1
woe is me,the cadillacs,1957,blues,17
zoom,the cadillacs,1957,blues,3
bli-blip,ella fitzgerald,1957,blues,1
i wonder why ?,the cadillacs,1957,blues,2
old man river,ruth brown,1957,blues,17
you're blase,ella fitzgerald,1957,blues,18
you are,the cadillacs,1957,blues,17
what's new,ella fitzgerald,1957,blues,16
don cha go way mad,ella fitzgerald,1957,blues,11
mood indigo,ella fitzgerald,1957,blues,2
did you ever love a woman,b.b. king,1957,blues,13
"gee baby, ain't i good to you",billie holiday,1957,blues,15
what can i do,b.b. king,1957,blues,2
just a-sittin' and a-rockin',ella fitzgerald,1957,blues,1
you know i love you,b.b. king,1957,blues,13
lost mind,mose allison,1957,blues,1
drifting heart,chuck berry,1957,blues,1
that old feeling,ella fitzgerald,1958,blues,18
for heaven's sake,billie holiday,1958,blues,13
just you just me,ella fitzgerald,1958,blues,13
my life,chuck willis,1958,blues,16
"love, life and money",little willie john,1958,blues,12
out of this world,ella fitzgerald,1958,blues,16
you hit the spot,ella fitzgerald,1958,blues,3
race you down the mountain,woody guthrie,1958,blues,17
as long as i live,ella fitzgerald,1958,blues,16
teardrops from my eyes,ella fitzgerald,1958,blues,1
i get along without you very well,billie holiday,1958,blues,1
let yourself go,ella fitzgerald,1958,blues,18
dance around,woody guthrie,1958,blues,13
you keep coming back like a song,ella fitzgerald,1958,blues,16
"top hat, white tie, and tails",ella fitzgerald,1958,blues,18
i can't give you anything but love,ella fitzgerald,1958,blues,11
sweet and lovely,ella fitzgerald,1958,blues,13
i'm putting all my eggs in one basket,ella fitzgerald,1958,blues,11
pitiful,big maybelle,1958,blues,16
put your finger in the air,woody guthrie,1958,blues,17
you're something else,jimmy reed,1958,blues,15
go on to school,jimmy reed,1958,blues,8
supper time,ella fitzgerald,1958,blues,8
alexander's ragtime band,ella fitzgerald,1958,blues,2
the song is ended,ella fitzgerald,1958,blues,18
you've changed,billie holiday,1958,blues,16
sweet lovin' you,"eddie ""cleanhead"" vinson",1958,blues,16
